##1
#EAN Product Code,0,15,0
#Product Description,0,35,0
#Internal Product Code,0,25,0
#
|18854761024015 |น้ำแอปเปิ้ลแดง+องุ่นcan240ml(1x30) |332023                   
|18854761024060 |แอปเปิ้ลแดง+องุ่นcan240ml(1x5x6)   |332024                   
|18854761040114 |น้ำแครอท+ผลไม้รวม100% 1L (1x12)    |330411                   
|18854761040213 |น้ำแครอท+ผลไม้รวม40% 200ml (1x36)  |330435                   
|18854761040237 |แครอท+ผลไม้รวม40%180ml (12x3)      |330489                   
|18854761040244 |น้ำแครอท+ผลไม้รวม40% 200ml (6x6)   |330436                   
|1885476105011  |น้ำผัก+ผลไม้รวม100% 1L (1x12)      |330511                   
|18854761050113 |น้ำผักผลไม้รวม 100% (กล่อง)        |330511                   
|18854761050212 |น้ำผัก+ผลไม้รวม40% 200ml (1x36)    |330535                   
|18854761050236 |น้ำผัก+ผลไม้รวม 40%180ml (12x3)    |330589                   
|18854761050243 |น้ำผัก+ผลไม้รวม40% 200ml (6x6)     |330536                   
|18854761060112 |น้ำส้มโอ 100% 1L (1x12)            |330611                   
|18854761060211 |น้ำส้มโอ 40% 200ml (1x36)          |330635                   
|18854761060242 |น้ำส้มโอ 40% 200ml (6x6)           |330636                   
|18854761070111 |น้ำพีช+มะม่วง 100% 1L (1x12)       |330711                   
|18854761070210 |น้ำพีช+มะม่วง40% 200ml (1x36)      |330735                   
|1885476107024  |น้ำพีช+มะม่วง40% 200ml (6x6)       |330736                   
|18854761074010 |น้ำพีช+มะม่วง can 240 ml (1x30)    |332123                   
|18854761074065 |น้ำพีช+มะม่วง can 240 ml (1x5x6)   |332124                   
|18854761080110 |น้ำสาลี่+องุ่น100% 1L (1x12)       |330811                   
|18854761080219 |น้ำสาลี่+องุ่น40% 200ml (1x36)     |330836                   
|18854761080240 |น้ำสาลี่+องุ่น40% 200ml (6x6)      |330836                   
|18854761120113 |น้ำสับปะรด100% 1 L(1x12)           |330911                   
|18854761124012 |น้ำสับปะรด60% can 240ml (1x30)     |331743                   
|18854761124067 |น้ำสับปะรด60% can 240 ml (1x5x6)   |331744                   
|18854761130112 |น้ำมะเขือเทศ100% 1 L (1x12)        |331011                   
|18854761130532 |น้ำมะเขือเทศ 100% 180ml(12x3)      |331019                   
|18854761130532 |น้ำมะเขือเทศ UHT180ml 1x12x3 B2    |331086                   
|18854761130563 |น้ำมะเขือเทศ 100%180ml (6x6)       |331016                   
|18854761134363 |น้ำมะเขือเทศ40%CAN230ml 4x6(B)     |331532                   
|18854761140111 |น้ำลูกพรุน+องุ่น100% 1L (1x12)     |331111                   
|18854761140210 |น้ำลูกพรุน+องุ่น100% 200ml (1x36)  |331115                   
|18854761140241 |น้ำลูกพรุน+องุ่น100% 200ml (6x6)   |331116                   
|18854761150660 |น้ำลิ้นจี่ 20% 180ml  1x6x6        |331896                   
|18854761154019 |น้ำลิ้นจี่30% can 240ml (1x30)     |331823                   
|18854761154064 |น้ำลิ้นจี่30% can 240 ml (1x5x6)   |331824                   
|18854761174413 |น้ำมะม่วง30% can 240 ml (1x30)     |332223                   
|18854761174468 |น้ำมะม่วง30% can 240 ml (1x5x6)    |332224                   
|18854761180018 |น้ำมะพร้าว 100% 1L (1x12)          |331911                   
|18854761180117 |มะพร้าว+ช๊อกโกแลต100%1L (1x12)     |335511                   
|18854761180537 |น้ำมะพร้าว 100% 180ml (12x3)       |331919                   
|18854761180568 |น้ำมะพร้าว 100%180ml (6x6)         |331916                   
|18854761180636 |มะพร้าว+ช๊อกโกแลต 100%180ml(12x3)  |335519                   
|18854761180667 |มะพร้าว+ชีอกโกแลต100%180ml(6x6)    |335516                   
|18854761184016 |น้ำมะพร้าว70% can 240 ml (1x30)    |331953                   
|18854761184061 |น้ำมะพร้าว70% can 230 ml (5x6)     |331954                   
|18854761204011 |น้ำเก็กฮวย30% can 240 ml (1x30)    |332323                   
|18854761204066 |น้ำเก็กฮวย30% can 240 ml (1x5x6    |332324                   
|18854761214010 |น้ำเฉาก๊วย30% can 240ml (1x30)     |332423                   
|18854761214065 |น้ำเฉาก๊วย30% can 240 ml (1x5x6)   |332424                   
|18854761220110 |น้ำผักผลไม้รวม+น้ำแตงโม100% 1L     |335011                   
|18854761230119 |น้ำผักผลไม้+แครอทม่วง100% 1L       |335111                   
|18854761240118 |น้ำส้มวาเลนเซีย100% 1L (1x12)      |331211                   
|18854761240132 |น้ำส้มวาเลนเซีย100% 1 L (1x4x3)    |331212                   
|18854761240217 |น้ำส้มวาเลนเซีย40% 200ml (1x36)    |331235                   
|18854761240231 |น้ำส้มวาเลนเซีย40% 200ml           |331237                   
|18854761240231 |ส้มวาเลนเซีย+เนื้อส้ม40%180ml(12x3)|333989                   
|18854761240262 |น้ำส้มวาเลนเซีย40% 200ml (6x6)     |331236                   
|18854761250117 |น้ำทับทิบ+องุ่น 100% 1L (1x12)     |331311                   
|18854761250131 |น้ำทับทิบ+องุ่น100% 1L (1x4x3)     |331312                   
|18854761250216 |น้ำทับทิบ+องุ่น40% 200ml (1x36)    |331335                   
|18854761250261 |น้ำทับทิบ+องุ่น40% 200 ml (6x6)    |331336                   
|18854761254368 |น้ำทับทิม 20% 230ml (4x6)          |335428                   
|18854761290533 |นมสตรอเบอรี่180ml 12x3B2           |337007                   
|18854761300539 |นมเมล่อนUHT 180ml 1x12x3(B2)       |337206                   
|18854761324368 |แครนเบอรี่+องุ่น20% 230ml (4x6)    |334028                   
|18854761330635 |น้ำทับทิม+บลู+องุ่น20% 180ml(12x3) |334177                   
|18854761330666 |ทับทิม+บลู+องุ่น20% 180ml 1x6x6    |334196                   
|18854761340115 |ทับทิม+แบล็คเคอแรนท ์+องุ่น40% 1L  |335361                   
|18854761370112 |น้ำส้มแมนดาริน+เนื้อส้ม100%1L (1x12|335211                   
|18854761384362 |แบล็คเคอร์แรนท์+องุ่น20% CAN 4x6   |334628                   
|18854761390530 |นมกลิ่นสตรอเบอรี่180ml 12x3B2      |337107                   
|18854761410115 |น้ำมิกซ์เบอรี่+องุ่น40% 1000ml     |334931                   
|18854761600110 |น้ำส้มเขียวหวาน+น้ำส้มวาเลนเซีย    |332561                   
|18854761600219 |น้ำแอปเปิ้ลเขียว+น้ำองุ่น (1x12)   |332661                   
|18854761600318 |น้ำทรอปิคอลผสม (1x12)              |332761                   
|18854761600417 |น้ำฝรั่ง (1x12)                    |332861                   
|18854761600516 |น้ำลิ้นจี่ (1x12)                  |331861                   
|18854761600615 |น้ำมะม่วง (1x12)                   |332261                   
|28850100000013 |ไวไวบะหมี่ปรุงสำเร็จ (ซอง)         |110101                   
|28850100000044 |ไวไวหมูสับ (ซอง)                   |110104                   
|28850100000068 |ควิกต้มยำกุ้ง (ซอง)                |110107                   
|28850100000112 |ไวไวปรุงสำเร็จ ชุด 10              |110121                   
|28850100000471 |ควิกต้มยำกุ้งชุด 10                |110720                   
|28850100000532 |บะหมี่ควิกถ้วยหมูสับ ชุด3 (หีบ)    |110843                   
|28850100000549 |บะหมี่ควิกถ้วยหมูสับ ชุด6 (หีบ)    |110816                   
|28850100000556 |บะหมี่ควิกถ้วยต้มยำกุ้ง ชุด3 (หีบ) |110743                   
|28850100000563 |บะหมี่ควิกถ้วยต้มยำกุ้ง ชุด6 (หีบ) |110716                   
|28850100000631 |บะหมี่เจเห็ดหอมชุด 10 ซอง          |110920                   
|288501000006558|รสเด็ดหมูทรงเครื่อง 1kg (1x12)     |444013                   
|28850100000730 |ควิกต้มยำมันกุ้ง (ซอง)             |114701                   
|28850100000747 |บะหมี่ควิกถ้วยพริกเผา ชุด6(หีบ)    |111316                   
|28850100000754 |บะหมี่ควิกถ้วยพริกเผา ชุด3 (หีบ)   |111343                   
|28850100000761 |ควิกต้มยำมันกุ้งชุด 10             |114720                   
|28850100000822 |บะหมี่ควิกถ้วยต้มยำพริกเผา 1*72 หีบ|111372                   
|28850100000853 |บะหมี่เป็ดพะโล้ (กล่อง)            |111501                   
|28850100000891 |ชุดเป็ดพะโล้ (18x10)               |111520                   
|28850100001027 |บะหมี่ต้มยำเจชุด 10 ซอง            |111920                   
|28850100001089 |ควิกต้มโคล้ง (ซอง)                 |112101                   
|28850100001096 |บะหมี่ควิกถ้วยต้มโคล้ง 1*72 (หีบ)  |112172                   
|28850100001102 |บะหมี่ควิกถ้วยต้มโคล้ง ชุด3 (หีบ)  |112143                   
|28850100001119 |ควิกต้มโคล้งชุด 10                 |112120                   
|28850100001140 |บะหมี่ควิกถ้วยต้มโคล้ง ชุด 6 (หีบ) |112116                   
|28850100001225 |บะหมี่หมูสับต้มยำ (ซอง)            |112601                   
|28850100001232 |ไวไวหมูสับต้มยำ ชุด 10             |112620                   
|28850100001256 |บะหมี่หอยลายผัดฉ่า (ซอง)           |112701                   
|28850100001263 |ไวไวหอยลายผัดฉ่าชุด 10+ชาม         |112710                   
|28850100001287 |บะหมี่ควิกถ้วยหมูสับต้มยำ ชุด6 (หีบ|112816                   
|28850100001294 |บะหมี่ควิกถ้วยหมูสับต้มยำ ชุด3 (หีบ|112843                   
|28850100001300 |บะหมี่ควิกถ้วยหมูสับต้มยำ1*72 (หีบ)|112872                   
|28850100001447 |เส้นหมี่หมูสับแพ็ค 6               |210430                   
|28850100001454 |เส้นหมี่น้ำใส (ซอง)                |210503                   
|28850100001508 |เส้นหมี่ปรุงรส แพ็ค6               |210530                   
|28850100001546 |เส้นหมี่อบเล็ก 180 g (1x60)        |210625                   
|28850100001614 |เส้นหมี่อบเล็ก 180 g (12x5)        |210626                   
|28850100001645 |เส้นหมี่อบเล็ก 180 g (12 ห่อ)      |210631                   
|28850100001683 |เส้นหมี่อบกลาง 500 g (1x36)        |210710                   
|28850100001713 |เส้นหมี่อบใหญ่ 2.7 ก.ก (หีบ)       |210881                   
|28850100002123 |ก๋วยเตี๋ยวเส้นเล็กอบแห้ง 150 กรัม  |312001                   
|28850100002208 |ก๋วยเตี๋ยวเส้นเล็ก 150 กรัม (1x8x5)|312011                   
|28850100002284 |ไวไวหมูสับต้มยำชุด 10+ชาม          |112628                   
|28850100002390 |เส้นหมี่อบ 180 g (5x12)            |210627                   
|28850100002703 |บะหมี่เด็กมาชิมาชิ (หีบ)           |114432                   
|28850100002758 |เส้นหมี่อบกลาง 500 g (12x3)        |210712                   
|28850100002765 |เส้นหมี่อบกลาง 500 g (6x6)         |210711                   
|28850100002772 |เส้นหมี่อบใหญ่ 1,500 กรัม          |210810                   
|28850100002826 |ซือดะกุ้งชุด 5                     |180335                   
|28850100003038 |บะหมี่ซื่อดะรสไข่ (หีบ)            |184601                   
|28850100003113 |บะหมี่ควิกถ้วยปรุงสำเร็จ 1*72 (หีบ)|114872                   
|28850100003120 |บะหมี่ควิกถ้วยปรุงสำเร็จ ชุด3 (หีบ)|114843                   
|28850100003137 |บะหมี่ควิกถ้วยปรุงสำเร็จ ชุด6 (หีบ)|114816                   
|28850100003144 |บะหมี่ควิกถ้วยต้มยำมันกุ้ง 1*72    |114772                   
|28850100003151 |บะหมี่ควิกถ้วยต้มยำมันกุ้ง ชุด3 หีบ|114743                   
|28850100003168 |บะหมี่ควิกถ้วยต้มยำมันกุ้ง ชุด6 หีบ|114716                   
|28850100003175 |บะหมี่ซื่อดะรสไข่+ต้มยำ ชุด5 (หีบ) |184639                   
|28850100003267 |คูลิคูลิรสช็อคโกแลต 20 กรัม        |474944                   
|28850100003274 |คูลิคูลิรสชิลลี่เบทิล 20 กรัม      |475044                   
|28850100003281 |คูลิคูลิรสการ์ลิคออเนียน 20 กรัม   |475144                   
|28850100003441 |ควิกถ้วยปรุงสำเร็จ(12x6)           |114816                   
|28850100003458 |ควิกถ้วยต้มยำมันกุ้ง (12x6)        |114716                   
|28850100003465 |ควิกต้มยำกุ้งถ้วย(12x6)            |110716                   
|28850100003472 |ควิกต้มโคล้งถ้วย(12x6)             |112116                   
|28850100003496 |ควิกหมูสับต้มยำถ้วย(12x6)          |112816                   
|28850100003939 |บะหมี่ต้มยำกุ้ง                    |110601                   
|28850100003946 |ไวไวต้มยำกุ้งชุด 10                |110620                   
|28850100004202 |ไวไวหมูสับชุด 10                   |110420                   
|28850100004318 |ซือดะต้มโคล้งชุด 5                 |182135                   
|28850100004370 |ไวไวต้มยำกุ้งถ้วย (12x6)           |110616                   
|28850100004462 |ซือดะต้มยำกุ้งน้ำข้น 1x6x30        |183101                   
|28850100004486 |ไวไวหมูสับ(ถ้วย 12x6)              |110416                   
|28850100004530 |หอยลายผัดฉ่าชุด 10                 |112720                   
|28850100004547 |เส้นหมี่ปรุงรส ชุด 10              |210520                   
|28850100005049 |เส้นหมี่ข้าวกล้อง 5x12ห่อ          |211806                   
|28850100005138 |บะหมี่ไวไวรสต้มยำ (ดั้งเดิม)       |110103                   
|28850100005285 |ซือดะคัพ รสต้มโคล้ง (24x3)         |182143                   
|28850100005292 |ซือดะคัพ รสต้มยำกุ้ง (24x3)        |180343                   
|28850100005308 |ซือดะคัพ รสต้มยำกุ้งน้ำข้น (24x3)  |183143                   
|28850100005315 |ก๋วยเตี๋ยวอบแห้ง (1x250gx24)       |312015                   
|28850100005322 |บะหมี่ไวไวรสเจเห็ดหอม(1x36)        |110936                   
|28850100005339 |ชุดไวไวคัพเจเห็ดหอม (24x3)         |110943                   
|28850100005346 |ชุดไวไวคัพเจเห็ดหอม (12x6)         |110916                   
|28850100005353 |บะหมี่ไวไวคัพรสต้มยำเจ (1x36)      |111936                   
|28850100005360 |บะหมี่ไวไวคัพรสต้มยำเจ (24x3)      |111943                   
|28850100005377 |ชุดไวไวคัพรสต้มยำเจ (12x6)         |111916                   
|28850100005384 |ชุดซือดะคัพต้มโคล้ง (12x3)         |182112                   
|28850100005391 |ชุดซือดะคัพ ต้มยำกุ้ง (12x3)       |180312                   
|28850100005407 |ชุดซือดะคัพ ต้มยำกุ้งน้ำข้น (12x3) |183112                   
|28850100005414 |ไวไวคัพเส้นหมี่ปรุงรส (1x36)       |210536                   
|28850100005421 |ไวไวคัพเส้นหมี่ปรุงรส (1x24x3)     |210543                   
|28850100005438 |ไวไวคัพเส้นหมี่ปรุงรส (1x12x6)     |210516                   
|28850100005445 |ไวไวคัพเส้นหมี่หมู (1x36)          |210436                   
|28850100005452 |ไวไวคัพเส้นหมี่หมู (1x24x3)        |210443                   
|28850100005469 |ไวไวคัพเส้นหมี่หมู (1x12x6)        |210416                   
|28850100005780 |ซอสหอยนางรม(600g) 1x12             |410112                   
|28850100005803 |กระเทียมเจียว ถุง120g(4x12)        |411048                   
|28850100005810 |กระเทียม ถุง500g (1x24)            |411024                   
|28850100005827 |กระเทียมเจียว ถุง5000g (1x4)       |411004                   
|28850100005896 |ชุดต้มยำกุ้งน้ำข้น (18x10)         |113120                   
|28850100005902 |ชามต้มยำกุ้งน้ำข้นพริกเผา (12x3)   |116823                   
|28850100005988 |ซือดะหอยลายผัดฉ่า (หีบ)            |182701                   
|28850100005995 |ซือดะหอยลายผัดฉ่า (18x10) หีบ      |182720                   
|28850100006008 |ซือดะหอยลายผัดฉ่า (36x5) หีบ       |182735                   
|28850100006145 |ชุดบะหมี่ไวไวรสต้มยำ (36x4)        |110338                   
|2885010000616  |บะหมี่ก้อนกึ่งสำเร็จรูปสไตล์เกาหลี |110046                   
|28850100006190 |บะหมี่ก้อนเปลือย นู๊ดดี้ (16x24)   |110024                   
|28850100006251 |บะหมี่ก้อนเปลือย เกรด B 16x24      |110025                   
|28850100006299 |ปรุงสำเร็จ (ชาม) 1x12x3            |110123                   
|28850100006381 |บะหมี่รสต้มยำ(สูตรดั้งเดิม) ชาม12x3|110323                   
|28850100006398 |บะหมี่หอยลายผัดฉ่า ชาม 12x3        |112723                   
|28850100006459 |ชุดพิเศษหมูต้มยำ+ต้มยำกุ้งน้ำข้น   |112631                   
|28850100006503 |ก๋วยเตี๋ยวอบแห้ง(ไม่มีกลูเตน)      |310048                   
|28850100006510 |ก๋วยเตี๋ยวอบแห้งหอมมะลินิล(ไม่มีกลู|313048                   
|28850100006527 |ก๋วยเตี๋ยวอบแห้งหอมมะลิแดง(ไม่กลู  |313148                   
|28850100006558 |รสเด็ดรสหมู 1kg (1x12)             |444015                   
|28850100006558 |รสเด็ดรสหมู 1kg (1x12)+ทัพพี       |444016                   
|28850100006558 |รสเด็ดรสหมู 1kg (1x12)             |444017                   
|28850100006558 |รสเด็ดรสหมู 1kg (1x12)+พรีเมี่ยม   |444019                   
|28850100006565 |รสเด็ดรสไก่ 1kg (1x12)             |441015                   
|28850100006565 |รสเด็ดรสไก่ 1kg (1x12)+ทัพพี       |441016                   
|28850100006565 |รสเด็ดรสไก่ 1kg (1x12)             |441017                   
|28850100006565 |รสเด็ดรสไก่ 1kg (1x12)+พรีเมี่ยม   |444019                   
|28850100006626 |น้ำมันกระเทียมเจียว (หีบ)          |412048                   
|28850100006633 |เส้นหมี่อบแห้ง Fiber สูง (1x60)    |211000                   
|28850100006664 |บะหมี่ก้อนเปลือยสไตล์ญี่ปุ่น       |110049                   
|28850100006749 |ชุดเส้นหมี่นู้ดดี้(1x16x21ก้อน)    |210021                   
|28850100006800 |เส้นหมี่อบเล็กซือดะ180g (1x60)     |280625                   
|28850100006817 |ชุดเส้นหมี่อบเล็กซือดะ180g(12x5ห่อ)|280626                   
|28850100006824 |ชุดเส้นหมี่อบเล็กซือดะ180g(12x5ห่อ)|280626                   
|28850100006831 |เส้นหมี่อบแห้งFiber สูง(12x5)      |211026                   
|28850100007012 |ผงปรุงรสต้มโคล้ง (ซอง)             |442172                   
|28850100007029 |ผลปรุงรถต้มยำน้ำข้น (หีบ)          |443172                   
|28850100007036 |ผงปรุงรสผัดฉ่า (หีบ)               |442772                   
|28850100007043 |ผงปรุงรสเห็ดหอม (หีบ)              |440972                   
|28850100007111 |บะหมี่แกงกะหรี่ญี่ปุ่นชีส (หีบ)    |117311                   
|28850100007128 |ชุดบะหมี่แกงกะหรี่ญี่ปุ่นชีส (24x5)|117335                   
|28850100007135 |บะหมี่โคเรียนสไปซี่ซีฟู้ด(หีบ)     |117411                   
|28850100007142 |บะหมี่โคเรียนสไปซี่ซุฟู้ด(24x5)    |117435                   
|28850100007159 |ไวไวหมูสับ+หมูสับต้มยำ(หีบ)        |113064                   
|28850100007234 |ว้าวรสไก่กรอบซอสเผ็ด(หีบ)          |117511                   
|28850100007241 |ว้าวรสไก่กรอบซอสเผ็ด(24x5)         |117535                   
|28850100007258 |ว้าวกระดูกหมูพริกไทยดำ( หีบ)       |117611                   
|28850100007265 |ว้าวกระดูกหมูพริกไทยดำ( 24x5)      |117635                   
|28850100007272 |ว้าวหมูผัดยี่หร่า( หีบ )           |117711                   
|28850100007289 |ว้าวหมูผัดยี่หร่า( 24x5 )          |117735                   
|28850100115311 |บะหมี่ควิก รสเป็ดพะโล้(กล่อง)      |111523                   
|28850100119012 |บะหมี่รสเจต้มยำ (กล่อง)            |111901                   
|28854761304367 |นมเมล่อน CAN230ml 4x6 (B2)         |337202                   
|48854761014062 |น้ำองุ่นแดง 30% 230ml (4x6)        |330228                   
|48854761024061 |น้ำแอปเปิ้ล+องุ่น 240ml (4x6)      |332028                   
|48854761154065 |น้ำลิ้นจี่30% CAN 6x4              |331828                   
|48854761174063 |น้ำมะม่วงผสมผลไม้ CAN 6x4          |332228                   
|48854761214066 |เครื่องดื่มน้ำเฉาก๊วย CAN 6x4      |332428                   
|854761150632   |น้ำลิ้นจี่ 180 มล 1*12*3           |331897                   
|885            |บะหมี่ รสต้มโคล้ง แถมชาม           |112128                   
|8850100002280  |บะหมี่ รสหมูสับต้มยำ แถมชาม        |112628                   
|8850100002303  |เส้นหมี่ รสแจ่วฮ้อนหมู 1*6         |212930                   
|8850100002341  |บะหมี่ต้มยำน้ำใสเดี่ยว             |113301                   
|8850100002358  |บะหมี่ต้มยำน้ำใส 30 ซอง            |113301                   
|8850100002365  |บะหมี่ ต้มยำน้ำใส ชุด 5 ซอง        |113335                   
|8850100002389  |เส้นหมี่อบแห้ง 180 g (5*12) MT     |210627                   
|8850100002396  |เส้นหมี่อบเล็ก 180 g (12 ห่อ)      |210631                   
|8850100002402  |บะหมี่ รสแจ่วฮ้อนหมู แถมชาม        |112928                   
|8850100002570  |บะหมี่ ปรุงสำเร็จ ชุด 5 ซอง        |110135                   
|8850100002600  |บะหมี่ซื่อดะรสเนื้อ                |181701                   
|8850100002617  |บะหมี่ซื่อดะรสไก่                  |181001                   
|8850100002631  |บะหมี่ซื่อดะรสเนื้อ(กล่อง)         |181701                   
|8850100002655  |บะหมี่ซื่อดะรสไก่(กล่อง)           |181001                   
|8850100002693  |บะหมี่ขลุกขลิกกะเพราไก่            |113401                   
|8850100002709  |บะหมี่ขลุกขลิกผัดทะเล              |113501                   
|8850100002716  |บะหมี่ขลุกขลิกรสลาบ                |113601                   
|8850100002723  |บะหมี่ขลุกขลิกกะเพราไก่(กล่อง)     |113401                   
|8850100002730  |บะหมี่ขลุกขลิกกะเพราไก่ ชุด 5 ซอง  |113435                   
|8850100002747  |บะหมี่ขลุกขลิกผัดทะเล(กล่อง)       |113501                   
|8850100002754  |บะหมี่ขลุกขลิกผัดทะเล ชุด 5 ซอง    |113535                   
|8850100002761  |บะหมี่ขลุกขลิกรสลาบ(กล่อง)         |113601                   
|8850100002778  |บะหมี่ขลุกขลิกรสลาบ ชุด 5 ซอง      |113635                   
|8850100002785  |บะหมี่ขลุกขลิกเขียวหวานไก่         |113701                   
|8850100002792  |บะหมี่ขลุกขลิกเขียวหวานไก่(กล่อง)  |113701                   
|8850100002808  |บะหมี่ขลุกขลิกเขียวหวานไก่ชุด 5 ซอง|113735                   
|8850100002815  |บะหมี่ขลุกขลิกคละรส 4 รส           |113864                   
|8850100002822  |บะหมี่เด็กมาชิมาชิ                 |114432                   
|8850100002839  |บะหมี่ดิจิมอน (กล่อง)              |113901                   
|8850100002853  |บะหมี่ควิกต้มยำมันกุ้ง ชุด 5 ซอง   |114735                   
|8850100002860  |บะหมี่ควิกต้มยำกุ้ง ชุด 5 ซอง      |110735                   
|8850100002877  |บะหมี่ควิกต้มโคล้ง ชุด 5 ซอง       |112135                   
|8850100002884  |เส้นหมี่อบกลาง 500 g (12x3)        |210712                   
|8850100002891  |เส้นหมี่อบกลาง 500 g (6x6)         |210711                   
|8850100002893  |บะหมี่เด็กมาชิมาชิ (กล่อง)         |114432                   
|8850100002969  |เส้นหมี่อบใหญ่ 1,500 กรัม          |210810                   
|8850100002976  |บะหมี่ซื่อดะรสต้มยำกุ้ง            |180301                   
|8850100002983  |บะหมี่ซื่อดะรสต้มยำกุ้ง(กล่อง)     |180301                   
|8850100002990  |บะหมี่ซื่อดะต้มยำกุ้ง ชุด 5        |180335                   
|8850100003003  |บะหมี่ ซื่อดะรสเนื้อ แถมชาม        |181728                   
|8850100003010  |บะหมี่ ซื่อดะรสไก่ แถมชาม          |181028                   
|8850100003027  |บะหมี่ ซื่อดะรสต้มยำกุ้ง แถมชาม    |180328                   
|8850100003034  |ฟูซิลลี่รสแฮม                      |184113                   
|8850100003041  |ฟูซิลลี่รสน้ำยา                    |184212                   
|8850100003058  |ฟูซิลลี่รสข้าวโพด                  |184313                   
|8850100003126  |บะหมี่นูดดี้ (เดี่ยว)              |180001                   
|8850100003133  |บะหมี่นูดดี้ (กล่อง)               |180001                   
|8850100003256  |บะหมี่ซื่อดะรสไข่ (เดี่ยว)         |184601                   
|8850100003263  |บะหมี่ซื่อดะรสไข่ (กล่อง)          |184601                   
|8850100003393  |บะหมี่ควิกถ้วยปรุงสำเร็จ 1*72      |114872                   
|8850100003409  |บะหมี่ควิกต้มยำมันกุ้ง 1x36        |114736                   
|8850100003416  |บะหมี่ควิกถ้วยปรุงสำเร็จ ชุด3*24   |114843                   
|8850100003423  |บะหมี่ควิกถ้วยปรุงสำเร็จ ชุด6*12   |114816                   
|8850100003430  |บะหมี่ควิกถ้วยต้มยำมันกุ้ง ชุด3*24 |114743                   
|8850100003447  |บะหมี่ควิกถ้วยต้มยำมันกุ้ง ชุด6*12 |114716                   
|8850100003454  |บะหมี่ซื่อดะรสไข่+ซื่อดะกุ้ง  ชุด5 |184639                   
|8850100003461  |คูลิคูลิรสช็อคโกแลต 30 g  (ซอง)    |474930                   
|8850100003478  |คูลิคูลิรสช็อคโกแลต70 g (1*10*6)   |474970                   
|8850100003485  |คูลิคูลิรสชิลลี่เบซิล30 g (1*10*12)|475030                   
|8850100003492  |คูลิคูลิรสชิลลี่เบซิล 70 g (1*10*6)|475070                   
|8850100003508  |คูลิคูลิรสการ์ลิคออเนียน30g(1*10*12|475130                   
|8850100003560  |เส้นหมี่ซื่อดะน้ำใส                |280503                   
|8850100003577  |เส้นหมี่ซื่อดะน้ำใส                |280503                   
|8850100003584  |คูลิคูลิรสช็อคโกแลต 20 กรัม        |474944                   
|8850100003591  |คูลิคูลิรสชิลลี่เบทิล 20 กรัม      |475044                   
|8850100003607  |คูลิคูลิรสการ์ลิคออเนียน 20 กรัม   |475144                   
|8850100003621  |ปลอกหมอนเชียร์ & เจน               |910013                   
|8850100003638  |นาฬิกาข้อมือ เชียร์ & เจน          |910014                   
|8850100003645  |นาฬิการปลุก เชียร์ & เจน           |910015                   
|8850100003713  |บะหมี่ควิกรสกุ้งนึ่งมะนาว (เดี่ยว) |114501                   
|8850100003720  |บะหมี่ควิกรสกุ้งนึ่งมะนาว (กล่อง)  |114501                   
|8850100003737  |คูลิคูลิรสช็อคโกแลต 30 g (1*10*12) |474930                   
|8850100003744  |คูลิคูลิรสช็อคโกแลต 70 g (1*10*6)  |474970                   
|8850100003751  |คูลิคูลิรสชิล์ลีเบซิล30 g (1*10*12)|475030                   
|8850100003768  |คูลิคูลิรสชิลลี่เบซิล 70 g (1*10*6)|475070                   
